Code,Title
XM0B23,          Mirtazapine
XM54Q7,          Tryptophan
XM85H1,          Nefazodone
XM4ML8,          Oxaflozane
XM80H8,          Medifoxamine
XM4ZF1,          Pivagabine
XM70H2,          Reboxetine
XM5KP8,          Gepirone
XM5F11,          Agomelatine
XM7T91,          Vilazodone
XM4230,          Hyperici herba
XM0EP0,          Vortioxetine
XM8FB6,          Serotonin
XM0227,          Metapramine
XM9KG1,        Non selective monoamine reuptake inhibitors
XM6FC9,          Desipramine
XM6PZ9,          Imipramine
XM76Z6,          Clomipramine
XM37K4,          Opipramol
XM9WZ5,          Trimipramine
XM7T42,          Lofepramine
XM6H22,          Dibenzepin
XM7BL0,          Amitriptyline
XM79G5,          Nortriptyline
XM2WA4,          Protriptyline
XM1LC7,          Doxepin
XM24M7,          Iprindole
XM1575,          Melitracen
XM8QA6,          Butriptyline
XM2T20,          Dosulepin
XM8TQ9,          Amoxapine
XM1190,          Amineptine
XM41L8,          Maprotiline
XM34S5,          Quinupramine
XM4SZ9,          Imipramine oxide
XM3MV6,          Dimetacrine
XM5RG3,          Oxaprotiline
XM7GY1,          Noxiptiline
XM1UL5,        Monoamine oxidase A inhibitors
XM14X9,          Moclobemide
XM1TG1,          Toloxatone
XM2PL7,        Cannabinoids
XM3UF9,          Nabilone
XM4HM2,          Tetrahydrocannabinol
XM5B55,          Cannabidiol
XM1W83,          Dronabinol
XM4SV9,        Hallucinogens
XM5JH5,          Psilocin
XM7642,          Psilocybin
XM0T53,          Mescaline
XM78V1,          Aeruginascin
XM9WX3,          Bufotenine
XM9T61,"          N,N Dimethyltryptamine"
XM9CL3,          Lysergic acid amide
XM5M84,          Phencyclidine
XM50E4,          Muscimol
XM1PJ8,          Ibotenic acid
XM5SB5,          Salvinorin A
XM3C53,            Amfetaminil
XM3E65,            Benzedrine (amphetamine)
XM1NA8,            Central nervous system stimulants amphetamines
XM1WW4,            Dexedrine
XM6LD5,            Dextroamphetamine
XM07Y4,            Ecstasy
XM5B49,            Methamphetamine
XM3WD9,            Methedrine
XM3Q37,            Methylamphetamine
XM9932,              Psychostimulant caffeine
XM6RB6,            Psychostimulant amphetamine
XM6V10,            Tenamfetamine
XM12M9,"        Psychostimulants, ADHD and nootropic agents"
XM7LR7,          Centrally acting sympathomimetics
XM1NX2,            Methylphenidate
XM52S5,            Pemoline
XM75Z6,            Modafinil
XM5921,            Fenozolone
XM9DQ5,            Atomoxetine
XM5288,            Dexmethylphenidate
XM3ZW9,            Armodafinil
XM9FY1,            Etryptamine
XM3K58,            Levopropylhexedrine
XM2XU4,          Xanthine derivatives
XM0NG8,            Caffeine
XM3Y68,            Propentofylline
XM1SE2,          Meclofenoxate
XM8QG2,          Nizofenone
XM84X9,          Prolintane
XM8EX0,          Pipradrol
XM8029,          Vinpocetine
XM37E2,          Tipepidine
XM1LB1,          Pyritinol
XM5207,          Piracetam
XM3HZ4,          Deanol
XM2AB6,          Fipexide
XM5TT1,          Citicoline
XM5N75,          Oxiracetam
XM6EM2,          Pirisudanol
XM1MZ1,          Linopirdine
XM0Z60,          Aniracetam
XM77H2,          Acetylcarnitine
XM5CY6,          Idebenone
XM59Z4,          Pramiracetam
XM3WZ9,          Adrafinil
XM94C0,          Mebicar
XM3J14,          Phenibut
XM45U3,          Deanol aceglumate
XM9DQ3,          Diethyltryptamine (DET)
XM6LV4,          Dimethyl tryptamine
XM9438,          Hawaiian Woodrose seeds
XM52J2,          Heavenly Blue (morning glory)
XM79N5,          Magic mushroom
XM0169,          Mescal buttons
XM32H5,          Morning glory seeds
XM4B51,          Pearly Gates (morning glory seeds)
XM0QA2,          Peyote
XM0075,          Yohimbic acid
XM8E16,          Cannabinol
XM0XQ5,          Central nervous system depressants hallucinogenics
XM31A7,          Psychodysleptic drug
XM3Z58,          Psychotomimetic agents
XM8X97,          Hallucinogen
XM7DW4,          Megahallucinogen
XM05B3,          Diamorphine
XM69R4,"          Morphine, morphine derivatives and metabolites"
XM39E2,            14 hydroxydihydro morphinone
XM5CY8,            Acemorphan
XM0E25,            Benzomorphan
XM8YM7,            Benzyl morphine
XM0BB1,            Blue velvet
XM45R8,            Desomorphine
XM4T95,            Dihydromorphine
XM3473,            Hydromorphinol
XM8SD7,            Hydromorphone
XM78E0,            Metopon
XM7VL7,            Morpholinylethylmorphine
XM7W06,            Nicomorphine
XM9BE3,            Normorphine
XM64M0,            Oxymorphone
XM1KZ5,            Morphine
XM0P98,            Benzylmorphine
XM7ZJ1,            Myrophine
XM4ES0,          Opium
XM2T93,            Opium alkaloids (total)
XM69X3,            Opium alkaloids standardized powdered
XM91H1,            Opium alkaloids tincture (camphorated)
XM1EE2,            Laudanum
XM1YK2,            Papaveretum
XM1LB8,            Paregoric
XM4SL9,          Oxycodone
XM79K2,            Acetyldihydrocodeinone
XM7HX3,            Eucodal
XM9UH3,          Nalfurafine
XM4587,"          Codeine, codeine derivatives and other opioids used in cough suppression"
XM3DS6,            Acetyldihydrocodeine
XM05R0,            Antitussive codeine mixture
XM3YP8,            Cliradon
XM4046,            Desocodeine
XM06K5,            Dihydrocodeine
XM77C9,            Dihydroisocodeine
XM9UN6,            Hycodan
XM0YG5,            Hydroxydihydrocodeinone
XM07U7,            Percodan
XM5NP7,            Piminodine
XM3WN9,            Ethylmorphine
XM8E09,            Hydrocodone
XM6RX7,            Noscapine
XM4QV7,            Pholcodine
XM9UV0,            Dextromethorphan
XM2358,            Thebacon
XM7V96,            Dimemorfan
XM5PZ4,            Normethadone
XM1ZY9,"          Methadone, methadone derivatives and other drugs used to treat opioid addictive disorders"
XM7XP1,            Methadone
XM9RG7,              Levo iso methadone
XM4MV8,          Opioid anaesthetics
XM4G88,            Alfentanil
XM1EF3,            Sufentanil
XM7YQ6,            Anileridine
XM0YQ0,            Remifentanil
XM7TT0,            Antagonist narcotic analgesic
XM0850,            Cyclazocine
XM65J2,            Levallorphan
XM4HP3,            Morphine antagonist
XM14T9,            Naloxone
XM2M16,            Naltrexone
XM9BM4,            Narcotic antagonist
XM5DJ2,            Opiate antagonists
XM3TK0,            Methylnaltrexone bromide
XM4GP3,            Alvimopan
XM93Z3,            Naloxegol
XM6KY8,            Opioid antagonist
XM4S22,"          Other opioid analgesics, natural, synthetic and semi synthetic"
XM30T6,            Prodine
XM9907,            Antitussive opiate
XM6C31,            Cough mixture containing opiates
XM8ZF5,            Dextrorphan
XM1K75,            Difencloxazine
XM1HE9,            Dilaudid
XM9SW6,            Dipipanone
XM81P5,            Dromoran
XM4EW3,            Eptazocine
XM6CK0,            Ethoheptazine
XM35C1,            Heptalgin
XM5F21,            Levo dromoran
XM4P40,            Levopropoxyphene
XM1R71,            Levorphanol
XM0GS3,            Meperidine
XM8PP7,            Narcotic synthetic
XM8MP5,            Nisentil
XM7S23,            Opioid
XM04Z5,            Phenadoxone
XM2542,            Phenazocine
XM9B34,            Phenomorphan
XM72D5,            Pipadone
XM39L3,            Profadol
XM9AZ5,            Promedol
XM3E08,            Propoxyphene
XM6625,            Racemoramide
XM8804,            Thebaine
XM09H6,            Tilidine
XM7KC0,            Tramadol
XM5UK3,            Viminol
XM9Y28,            Diphenoxylate
XM86N4,            Loperamide
XM9NL3,            Phenylpiperidine derivatives
XM9HP7,              Ketobemidone
XM76M8,              Fentanyl
XM8286,            Diphenylpropylamine derivatives
XM3246,              Dextromoramide
XM55Z5,              Piritramide
XM8GB8,              Dextropropoxyphene
XM5GN5,              Bezitramide
XM1QE0,            Benzomorphan derivatives
XM9K14,              Pentazocine
XM09R6,            Morphinan derivatives
XM1682,              Butorphanol
XM4P05,              Nalbuphine
XM9Z94,            Buprenorphine
XM02X7,            Etorphine
XM3PK7,            Acetorphine
XM0K66,            Phenoperidine
XM40T9,            Meptazinol
XM0GU8,            Drotebanol
XM7VK6,            Loperamide oxide
XM13Q9,            Dezocine
XM25Z3,            Tapentadol
XM1G85,            Oliceridine
XM4PD9,          Nalmefene
XM4M74,          Difelikefalin
XM0VG7,          Catha (edulis) (tea)
XM0238,          Khat
XM3GQ0,"          Central nervous system stimulants, not elsewhere classified"
XM0854,          Cerebral stimulants psychotherapeutic
XM93X4,          Cerebral stimulants
XM7125,          Stimulant central nervous system psychotherapeutic
XM8T75,            Inhaled anaesthetics
XM4VX3,              Ethers
XM3J00,                Diethyl ether
XM7UB3,                Vinyl ether
XM0TE1,              Halogenated hydrocarbons
XM2FH0,                Halothane
XM7MX5,                Chloroform
XM1GP5,                  Chloroform vapor
XM35M6,                Enflurane
XM1E91,                Trichloroethylene anaesthetic gas
XM9HY9,                Isoflurane
XM0ZA2,              Anaesthesia endotracheal
XM05Z8,              Anaesthetic gaseous
XM8V73,              Anaesthetic halogenated hydrocarbon derivatives
XM5UK1,              Central nervous system depressants anaesthetic gases
XM42D4,              Chloroform anaesthetic
XM2DK4,"              Chloroform water, concentrated"
XM9TE3,              Divinyl ether
XM3EA4,              Ethyl bromide anaesthetic
XM2D90,              Ethyl chloride anaesthetic
XM6WF0,              Ethylene anaesthetic
XM9K99,              Fluroxene
XM73B5,              Nitrous oxide
XM9NP2,              Trifluoroethyl vinyl ether
XM7Q24,              Vinesthene
XM1C44,              Desflurane
XM07G7,              Sevoflurane
XM8X62,              Xenon
XM7D47,            Intravenous anaesthetics
XM14F2,              Alphadolone
XM4PF7,              Alfaxalone
XM59B1,"              Barbiturate anaesthetic, intravenous"
XM9CB4,              Brevital sodium
XM6LE6,              Buthalitone sodium
XM5K69,              Butyl thiobarbital sodium
XM9SR9,"              Central nervous system depressants anaesthetic, intravenous"
XM5MB2,              Etomidate
XM93E9,              Evipal sodium
XM5ZF4,              Sernyl
XM4XN0,              Thialbarbital
XM66H8,              Thiamylal
XM8UK0,              Thiamylal sodium
XM4NL3,              Thiobarbital sodium
XM1QW9,              Thiobarbiturate anaesthetic
XM72F2,              Thiobutabarbital sodium
XM7JR4,              Methohexital
XM08U4,              Hexobarbital
XM0EL8,              Thiopental sodium
XM7C11,              Ketamine
XM4BS0,              Propanidid
XM1903,              Propofol
XM2W08,              Esketamine
XM7T11,            Cyclopropane
XM9MS5,            Gammahydroxybutyrate
XM5C03,            Hexobarbital rectal
XM20X3,            Minaxolone
XM2MR8,            Tiletamine
XM8DR0,"            Tribromoethanol, rectal"
XM7Y85,          Local anaesthetics
XM1FJ6,"            Amylocaine, regional"
XM1H49,"              Amylocaine, regional infiltration"
XM7CH6,"              Amylocaine, regional nerve block"
XM37J6,"              Amylocaine, regional spinal"
XM5JY6,"              Amylocaine, regional topical"
XM5R82,"            Anaesthesia, caudal"
XM8MY3,"            Anaesthesia, epidural"
XM25C7,"            Anaesthesia, mucosal"
XM0D14,            Anesthesia rectal local
XM0FJ3,            Anesthesia regional
XM0LM0,            Anaesthetic infiltration
XM7EC3,            Anaesthetic spinal
XM8E23,            Anesthetic topical
XM3S41,            Anaesthetic with local muscle relaxant
XM5ZK7,            Aptocaine
XM52S4,            Articaine
XM4YN0,            Benzamine
XM8KD9,            Benzocaine
XM1604,            Betoxycaine
XM5YL1,            Bupivacaine
XM7WQ7,              Bupivacaine infiltration
XM4216,              Bupivacaine nerve block
XM46M2,              Bupivacaine spinal
XM3781,            Butacaine
XM7MD5,            Butamben
XM9VA7,            Butanilicaine
XM0HA0,            Butyl aminobenzoate
XM5NW5,            Butyn
XM2YU2,            Carbocaine infiltration
XM8C65,            Carbocaine nerve block
XM2DT1,            Carbocaine topical
XM6HZ0,            Chloroprocaine
XM8XD3,              Chloroprocaine infiltration
XM0GC2,              Chloroprocaine nerve block
XM94U2,              Chloroprocaine spinal
XM0L28,            Cinchocaine
XM5Y10,              Cinchocaine topical
XM7FD6,            Cyclaine
XM41W7,            Cyclomethycaine
XM3BB4,            Dimethocaine
XM8UZ3,            Diperodon
XM23R3,            Dorsacaine
XM5601,            Dyclone
XM3QB4,            Dyclonine
XM20M0,            Endocaine
XM0P92,            EPAB
XM2H77,            Ethocaine infiltration
XM6585,            Ethocaine nerve block
XM7217,            Ethocaine spinal
XM1WJ3,            Ethyl aminobenzoate
XM87H9,            Ethyl chloride local anaesthetic
XM8X57,            Etidocaine
XM8013,              Etidocaine infiltration
XM8RU6,              Etidocaine nerve block
XM2F20,            Eucaine
XM76M6,            Hexylcaine
XM5863,            Leucinocaine
XM1MK4,            Mepivacaine
XM0EH7,              Mepivacaine epidural
XM9DE9,            Meprylcaine
XM7CG8,            Metabutethamine
XM68T6,            Nesacaine
XM6AA0,              Nesacaine infiltration
XM4148,              Nesacaine nerve block
XM38C9,            Novocain infiltration
XM6R58,            Novocain topical
XM6NN7,"            Nupercaine, spinal"
XM8739,            Nupercaine topical
XM0QU2,            Orthocaine
XM5HP0,            Oxetacaine
XM6V01,            Oxethazine
XM6RN9,            Oxybuprocaine
XM7H65,"            Percaine, spinal"
XM7EK6,            Percaine topical
XM6Z26,            Phenacaine
XM2ZH3,            Piperocaine
XM7UW6,              Piperocaine infiltration
XM8J09,              Piperocaine nerve block
XM40M8,              Piperocaine topical
XM8AE6,            Pitkin's solution
XM2X66,            Prilocaine
XM9NH0,              Prilocaine infiltration
XM85Q7,              Prilocaine nerve block
XM4EE1,            Prilocaine regional
XM5L66,            Procaine
XM05Z5,              Procaine nerve block
XM1CG3,              Procaine regional
XM8KS3,              Procaine spinal
XM97J9,            Proparacaine
XM72A2,            Propoxycaine
XM9BY7,              Propoxycaine infiltration
XM2DT4,              Propoxycaine nerve block
XM0BG4,              Propoxycaine topical
XM87E0,            Quotane
XM2MX6,            Stovaine
XM79W4,              Stovaine infiltration
XM08B5,              Stovaine nerve block
XM9657,              Stovaine spinal
XM3MW8,              Stovaine topical
XM6392,            Surfacaine
XM1HW1,            Tetracaine
XM32E4,              Tetracaine nerve block
XM9H96,              Tetracaine regional
XM9CQ9,              Tetracaine spinal
XM3QD1,            Trimecaine
XM2FR2,            Tronothane
XM7771,            Xylocaine infiltration
XM18M2,            Xylocaine nerve block
XM5K48,            Xylocaine spinal
XM5G11,            Xylocaine topical
XM1030,            Alprazolam
XM4R58,            Bentazepam
XM2GL0,            Benzodiapin
XM9JC7,            Bromazepam
XM2S43,            Brotizolam
XM5133,            Camazepam
XM9S41,            Carpipramine
XM1J81,            Central nervous system depressants benzodiazepines
XM5JC4,            Chlordiazepoxide
XM43U0,            Clobazam
XM3C29,            Dipotassium clorazepate
XM0A75,            Clotiazepam
XM5M11,            Cloxazolam
XM0GD3,            Delorazepam
XM8P99,            Diazepam
XM9YX9,            Estazolam
XM54N1,            Ethyl loflazepate
XM9DN9,            Etizolam
XM8NC2,            Fludiazepam
XM9W71,            Flunitrazepam
XM73H1,            Flurazepam
XM68Z6,            Flutazolam
XM81V7,            Flutoprazepam
XM3FR2,            Halazepam
XM86G3,            Haloxazolam
XM5WE7,            Ketazolam
XM6KW2,            Loprazolam
XM85H7,            Lorazepam
XM1EE3,            Lormetazepam
XM9KN4,            Medazepam
XM7QC1,            Mexazolam
XM9PG6,            Midazolam
XM8TH1,            Nimetazepam
XM4TR7,            Nitrazepam
XM4FQ9,            Nordazepam
XM1A29,            Oxazepam
XM62U2,            Oxazolam
XM3LR9,            Perlapine
XM0GW7,            Pinazepam
XM4M86,            Prazepam
XM42F4,            Quazepam
XM3215,            Temazepam
XM79N8,            Tofisopam
XM9X46,            Tranquilizer benzodiazepine
XM0G58,            Tranxene
XM1VC3,            Triazolam
XM1YU1,            Valium
XM36R8,            Potassium clorazepate
XM94Z2,            Adinazolam
XM66N4,            Doxefazepam
XM4BU2,            Cinolazepam
XM8CM3,          Diphenylmethane derivatives
XM8CV8,            Hydroxyzine
XM70L1,            Captodiame
XM96H3,          Carbamates
XM3MX1,            Meprobamate
XM8G67,            Emylcamate
XM3XU7,          Aldehydes and derivatives
XM8AH5,            Chloral hydrate
XM8D85,            Chloralodol
XM0ZC2,              Paracetaldehyde
XM46J8,            Acetylglycinamide chloral hydrate
XM9V32,            Dichloralphenazone
XM0V58,            Cinnamaldehyde
XM37U9,            Hexyl cinnamal
XM5TZ2,            Amyl cinnamal
XM9J50,            Butylchloral hydrate
XM6R00,          Piperidinedione derivatives
XM5S80,            Glutethimide
XM2MN1,            Methyprylon
XM2MC9,            Pyrithyldione
XM4YG0,          Barbiturates and derivatives
XM3Z73,            Narcobarbital
XM01Z3,            Pentobarbital
XM01F5,            Amobarbital
XM8TB8,            Butobarbital
XM2B90,            Barbital
XM6QG0,            Secobarbital
XM28V1,            Talbutal
XM6NX3,            Vinylbital
XM9VX7,            Vinbarbital
XM89L9,            Cyclobarbital
XM7ZK9,            Heptabarbital
XM8FN0,            Allobarbital
XM8C15,            Proxibarbal
XM60H4,            Methylphenobarbital
XM2605,            Phenobarbital
XM5J41,            Primidone
XM45T7,            Barbexaclone
XM64T5,            Metharbital
XM1ZM1,            Reposal
XM1WN6,            Etallobarbital
XM8YV1,            Aprobarbital
XM50Q3,            Brallobarbital
XM3UQ5,            Butalbital
XM6XH1,            Butallylonal
XM4C65,            Difebarbamate
XM8DQ9,"            Methobarbital, methobarbitone"
XM3YG4,            Nealbarbital
XM6F85,            Probarbital
XM37N4,            Propallylonal
XM81J9,            Secbutabarbital
XM4843,          Z drugs
XM8LM1,            Zopiclone
XM8188,            Zolpidem
XM0UU3,            zaleplon
XM4DP1,            Eszopiclone
XM0GA0,          Melatonin receptor agonists
XM7R38,            Melatonin
XM4Y11,            Ramelteon
XM0DX1,            Tasimelteon
XM93J2,            Bromide salts
XM5V35,            Acecarbromal
XM3260,            Bromisoval
XM7XH5,            Bromoform
XM68H5,            Carbromal
XM4JD8,            Acetylpheneturide
XM0Y74,            Allylisopropylacetylurea
XM2MT0,            Allyltribromide
XM0FX2,            Ammonium bromide
XM2P06,            Anticonvulsant hypnotic
XM4LR0,            Anticonvulsant pyrimidinedione
XM80V1,            Anticonvulsant specified
XM2851,            Apronal
XM8WF0,            Avomine
XM34M8,            Beta Chlor
XM2S35,            Bromal (hydrate)
XM16D8,            Bromine compounds (medicinal)
XM0JD2,            Bromine sedative
XM14P7,            Bromisovalum
XM0L99,            Bromural
XM7Q19,            Calcium bromide
XM44G1,            Bromides
XM6Z70,            Central nervous system depressants chloral hydrate
XM4A26,            Central nervous system depressants hypnotics specified
XM0MP0,            Central nervous system depressants paraldehyde
XM2PX1,            Chloral derivative
XM5HQ1,            Chloralamide
XM1XU2,            Chloretone
XM7N56,            Chlorhexadol
XM7GE6,            Clomethiazole
XM58S5,            Croton chloral
XM1L51,            Diethylsulfone diethylmethane
XM5P16,            Divalproex
XM2ML0,            Doriden
XM0YS0,            Dormison
XM76A5,            Ectylurea
XM4SW2,            Ethchlorvynol
XM8HM5,            Ethinamate
XM0959,            Etifoxine
XM5084,            Hexapropymate
XM3GR8,            Hypnotic drug specified
XM1H40,            Lactuca (virosa) (extract)
XM7EA2,            Lactucarium
XM2447,            Lettuce opium
XM1SJ9,            Levanil
XM9S20,            Levoprome
XM3C52,            Methaqualone
XM8UW8,            Methyl sulfonal
XM79Y3,            Methylpentynol
XM9L86,            Niaprazine
XM67F2,            Noludar
XM41Z4,            Periclor
XM7865,            Petrichloral
XM8U36,            Phenergan
XM3YQ0,            Potassium bromide
XM23J2,            Propionaldehyde (medicinal)
XM5KU5,            Quaalude
XM5YQ4,            Sedative mixed
XM53R6,            Sedormid
XM5BF2,            Serenesil
XM8SU3,            Sodium bromide
XM9F88,            Sodium valproate
XM4ZG6,            Somnos
XM1BT3,            Sopor
XM2N03,            Soporific drug specified type
XM81Z5,            Sulfonal
XM9QV2,            Sulfonethylmethane
XM4YF8,            Sulfonmethane
XM8296,            Tetronal
XM6WP4,            Tranquilizer with hypnotic or sedative
XM9XF5,            Tribromacetaldehyde
XM1DU6,            Trichloroethanol
XM4236,            Trichloroethyl phosphate
XM68E8,            Triclofos
XM2334,            Trional
XM16S3,            Triple bromides
XM3PP3,            Valerian root
XM0MV0,            Valerian tincture
XM1WZ4,            Valmid
XM2TP4,            Valnoctamide
XM2AQ9,            Welldorm
XM1ZF1,            Buspirone
XM01J5,            Mephenoxalone
XM9TL2,            Propiomazine
XM15N4,            Sodium oxybate
XM3EH5,            Benzoctamine
XM9727,            Gedocarnil
XM5928,            Fabomotizole
XM4DF5,            Lavandulae aetheroleum
XM8488,            Valerianae radix
XM2HN6,            Suvorexant
XM2AY7,            Dipiperonylaminoethanol
XM9235,            Lemborexant
XM1VL2,          Hexethal (sodium)
XM7MG1,          Mephebarbital
XM0217,          Methitural
XM2XY6,        4 Aminobutyric acid
XM3XY4,          Alcohol deterrent
XM2XV6,          Antabuse
XM1S43,          Antidote
XM65Y8,          Chelating agent
XM68U2,          Cholinesterase reactivator
XM81B1,          Cysteamine
XM9M46,          Detoxifying agent
XM0ZM0,          Disodium edetate
XM1V56,          EDTA
XM0FL5,"          Phytic acid, nonasodium"
XM7SW5,          Glutathione
XM1YY3,          Methylthioninium chloride
XM7Z31,          Nitrefazole
XM7HV6,          Obidoxime chloride
XM2ZD4,          Pralidoxime
XM6TE9,          Potassium ferric hexacyanoferrate (medicinal)
XM7K47,          Pralidoxime iodide
XM6BZ5,          Pralidoxime chloride
XM8P25,          Prussian blue therapeutic
XM6DU2,          Pyridine aldoxime methiodide
XM6043,          Pyridine aldoxime methyl chloride
XM3810,          Sodium nitrite
XM7LV6,          Sodium phytate
XM6NW5,          Thiosulfate
XM2KC9,          Sodium versenate
XM99S5,          Tetraethylthiuram disulfide
XM6GP9,          Trientine
XM2U68,          Trisodium hydrogen edetate
XM7KV3,          Versenate
XM4UW9,          Nalorphine
XM89R9,          Dimercaprol
XM1260,          Potassium iodide
XM7372,          Acetylcysteine
XM5MC0,          Methionine
XM28B1,          Uridine triacetate
XM0588,          Edetates
XM5VJ5,          Prednisolone and Promethazine
XM8ET8,          Obidoxime
XM2GR4,          Protamine
XM4JM7,          Copper sulfate
XM9AD6,          Digitalis antitoxin
XM2UQ5,          Flumazenil
XM2H17,          4 dimethylaminophenol
XM8ZA0,          Cholinesterase
XM62Q3,          Prussian blue
XM7LQ9,          Fomepizole
XM9NQ8,          Sugammadex
XM0666,          Idarucizumab
XM01C9,          Andexanet alfa
XM5A41,          Deferoxamine
XM03A5,          Deferiprone
XM12X8,          Deferasirox
XM3B07,          Polystyrene sulfonate
XM8NS1,          Ferric citrate
XM1AY3,          Sodium phosphate cellulose
XM6Q80,          Sevelamer
XM22K8,          Lanthanum carbonate
XM4MP9,          Calcium acetate and Magnesium carbonate
XM9188,          Sucroferric oxyhydroxide
XM4C26,          Colestilan
XM1JB5,          Mesna
XM7BJ9,          Calcium folinate
XM45R5,          Dexrazoxane
XM2852,          Calcium levofolinate
XM5GF2,          Amifostine
XM61A6,          Sodium folinate
XM4NB1,          Rasburicase
XM8J47,          Palifermin
XM8L87,          Glucarpidase
XM1EU2,          Sodium levofolinate
XM0MC0,          Arginine and Lysine
XM7PK0,          Trilaciclib
XM0LA6,          Afamelanotide
XM8337,          Canthaxanthin
XM3GF4,          Retinoids
XM0Z07,            Etretinate
XM2M63,            Acitretin
XM4RP3,          Trioxysalen
XM47G3,          Methoxsalen
XM1G69,          Bergapten
XM7WA3,          Fumaric acid
XM98J9,          Isotretinoin
XM9FP6,          Ichtasol
XM4CF3,          Coccidioidin
XM1V31,          Congo red
XM34X2,          Evans blue
XM5618,          Fluorescein
XM3Y60,          Histoplasmin
XM2818,          Indocyanine green
XM3WZ1,          Lymphogranuloma venereum antigen
XM1VN8,          Mumps skin test antigen
XM3Q40,          Penicilloyl polylysine
XM36R6,          Sodium metrizoate
XM1QL6,"          Sulfonphthalein, sulfonphthol"
XM8478,          Sulkowitch's reagent
XM4DA3,"          Toxin, diphtheria (Schick Test)"
XM0EK6,"          Tuberculin, purified protein derivative (PPD)"
XM6XX8,          Glucose
XM53M3,            Sincalide
XM0D92,            Ceruletide
XM5GR6,            Metyrapone
XM7E13,            Somatorelin
XM1UJ0,            Corticorelin
XM5AM6,            Macimorelin
XM60V4,          Tests for liver functional capacity
XM9ZW8,            Galactose
XM1XE0,            Sulfobromophthalein
XM0N95,            Methacetin (13C)
XM90L9,            Iprofenin
XM3114,            Lidofenin
XM2PX0,            Rose bengal sodium (131i)
XM9H30,          Tests for gastric secretion
XM44K8,            Cation exchange resin
XM1MP2,            Betazole
XM1286,            Histamine phosphate
XM9AU1,            Pentagastrin
XM1Q27,            Caffeine and Sodium benzoate
XM1F97,            Azuresin
XM4E68,          Tests for renal function and ureteral injuries
XM9RK1,            Indigo carmine
XM3G67,            Alsactide
XM27H8,            Aminohippuric acid
XM87Y9,              Sodium para aminohippurate
XM2JZ2,            Inulin and other polyfructosans
XM7M20,            Phenolsulfonphthalein
XM0N07,          Tests for thyroid function
XM7R30,            Protirelin
XM76Z9,          Tests for pancreatic function
XM3L99,            Secretin
XM7A79,            Bentiromide
XM6014,            Pancreozymin cholecystokinin
XM24K5,            Selenomethionine (75Se)
XM8B05,          Edrophonium
XM3YJ9,          Methacholine
XM5K20,          Fructose
XM9258,          Vitamin A concentrates
XM7PF6,          Tuberculin
XM9QZ5,          13C urea
XM0UW4,          Hexaminolevulinate
XM02S2,          Patent blue
XM9Y95,          Bromophenol blue reagent
XM5PT0,          Diacetyl monoxime
XM8M78,          Guaiac reagent
XM3385,          Oxalic acid ammonium salt
XM74W0,          Phenaphthazine reagent
XM4SZ3,          Oxygen
XM6NZ1,          Carbon dioxide medicinal
XM3K31,          Nitrogen
XM7EZ9,          Medical air
XM2S71,"          X ray contrast media, iodinated"
XM7YS2,"            Watersoluble, nephrotropic, high osmolar X ray contrast media"
XM7PH4,              Metrizoic acid
XM6583,              Iodamide
XM8XV8,              Iotalamic acid
XM34M9,              Ioxitalamic acid
XM50Y6,              Acetrizoic acid
XM7ZV2,              Iocarmic acid
XM2DC4,              Diodone
XM8KK9,              Diatrizoic acid
XM50U3,              Ioglicic acid
XM9C52,              Methiodal
XM4AG5,"            Watersoluble, nephrotropic, low osmolar X ray contrast media"
XM3WB6,              Metrizamide
XM3R65,              Iohexol
XM5EP5,              Ioxaglic acid
XM8C50,              Iopamidol
XM4UK7,              Iopromide
XM8VT7,              Iotrolan
XM5LW4,              Iotroxic acid
XM6227,              Iopentol
XM8NA7,              Iodixanol
XM75B4,              Iomeprol
XM79B6,              Iobitridol
XM6VV1,              Ioxilan
XM0KA6,"            Watersoluble, hepatotropic X ray contrast media"
XM2VE6,              Iodoxamic acid
XM8411,              Ioglycamic acid
XM7QU5,              Adipiodone
XM1QH8,              Iobenzamic acid
XM2NU7,              Iopanoic acid
XM8PW2,              Iocetamic acid
XM4ZU7,              Sodium iopodate
XM8WD0,              Tyropanoic acid
XM6TF5,              Calcium iopodate
XM0LK3,            Non watersoluble X ray contrast media
XM1AX3,              Iopydol
XM1YV8,              Propyliodone
XM1R87,              Iofendylate
XM6SE3,              Ethyl esters of iodised fatty acids
XM6XU2,            Diatrizoate
XM8QZ2,            Iodophthalein sodium
XM0L44,            Amidotrizoate
XM80W7,            Bunamiodyl
XM5NA9,            Iodipamide
XM4E01,            Iodohippuric acid
XM9402,            Iophenoic acid
XM7S30,            Iopodic acid
XM4R74,            Iotroxate
XM44B9,            Ioxaglate
XM5N73,            Methiodal sodium
XM96Q8,            Phenobutiodil
XM3E15,            Thorium dioxide suspension
XM90A9,            Tyropanoate
XM2MR0,            Barium sulfate with suspending agents
XM1FW7,            Barium sulfate without suspending agents
XM05Z9,          Magnetic resonance imaging contrast media
XM2LS2,            Paramagnetic contrast media
XM7CY5,              Gadopentetic acid
XM4UX1,              Gadoteric acid
XM1564,              Gadodiamide
XM0FN2,              Gadoteridol
XM73Z5,              Mangafodipir
XM3BF7,              Gadoversetamide
XM29E1,              Ferric ammonium citrate
XM0XE4,              Gadobenic acid
XM3VG2,              Gadobutrol
XM7W85,              Gadoxetic acid
